,raw_text,fraud,hacker groups,government,corporation,unrelated,darknet,cyber defense,hacking,security concepts,security products,network security,cyberwar,geopolitical,data breach,vulnerability,platform,cyber attack
672,"As people turn to the Internet for news and answers to tough questions, it only makes sense that it would come to know you better than your closest friends and family. When we go online for answers to personal questions, we’re sharing our deepest secrets with search engines. While some people are happy to share that level of […]
The post Private browsing vs VPN – Which one is more private? (https://www.mcafee.com/blogs/consumer/consumer-cyber-awareness/private-browsing-vs-vpn-which-one-is-more-private/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
673,"S3 Ep34: Apple bugs, scammers busted, and how crooks bypass 2FA [Podcast]
https://nakedsecurity.sophos.com/2021/05/26/s3-ep34-apple-bugs-scammers-busted-and-how-crooks-bypass-2fa-podcast/

Latest episode - listen now. (And please leave us a review if you like what you hear!)",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
674,"BazaLoader Masquerades as Movie-Streaming Service
https://threatpost.com/bazaloader-fake-movie-streaming-service/166489/

The website for “BravoMovies” features fake movie posters and a FAQ with a rigged Excel spreadsheet for “cancelling” the service, but all it downloads is malware.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
675,"Cyber Cyber, Burning Bright: Can XDR Frame Thy Fearful Asymmetry?
https://www.mcafee.com/blogs/enterprise/endpoint-security/cyber-cyber-burning-bright-can-xdr-frame-thy-fearful-asymmetry/",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
676,"The security industry is engulfed in the most asymmetric cyberwarfare we have ever seen. The outcome of an Attacker’s mission may depend entirely upon a single misplaced charge on a single memory chip on a single server, perhaps the difference between a vulnerable and secure setting in a registry key, and the difference between success […]
The post Cyber Cyber, Burning Bright: Can XDR Frame Thy Fearful Asymmetry? (https://www.mcafee.com/blogs/enterprise/endpoint-security/cyber-cyber-burning-bright-can-xdr-frame-thy-fearful-asymmetry/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
677,"VMware Sounds Ransomware Alarm Over Critical Severity Bug
https://threatpost.com/vmware-ransomware-alarm-critical-bug/166501/

VMware’s virtualization management platform, vCenter Server, has a critical severity bug the company is urging customers to patch “as soon as possible”.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
678,"PDF Feature ‘Certified’ Widely Vulnerable to Attack
https://threatpost.com/pdf-certified-widely-vulnerable-to-attack/166505/

Researchers found flaws most of the ‘popular’ PDF applications tested.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
679,"Biden’s Cybersecurity Executive Order Puts Emphasis on the Wrong Issues
https://threatpost.com/bidens-cybersecurity-executive-order-wrong-issues/166479/

David Wolpoff, CTO at Randori, argues that the call for rapid cloud transition Is a dangerous proposition: ""Mistakes will be made, creating opportunities for our adversaries.",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
680,"“Unpatchable” vuln in Apple’s new Mac chip – what you need to know
https://nakedsecurity.sophos.com/2021/05/27/unpatchable-vuln-in-apples-new-mac-chip-what-you-need-to-know/

It's all over the news! The bug you can't fix! Fortunately, you don't need to. We explain why.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
681,"Fujitsu SaaS Hack Sends Govt. of Japan Scrambling
https://threatpost.com/fujitsu-saas-hack-japan-scrambling/166517/

Tech giant disables ProjectWEB cloud-based collaboration platform after threat actors gained access and nabbed files belonging to several state entities.",0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
682,"Happy Birthday GDPR!
https://www.mcafee.com/blogs/enterprise/data-security/happy-birthday-gdpr/",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
683,"Believe it or not, the baby turns 3 today! And like with every three-year-old, there is a lot to watch out for. Granted, when GDPR was born it was after a 2-year gestation (transition) period. What followed were many sleepless nights with the new baby when it was born on May 25, 2018; not to […]
The post Happy Birthday GDPR! (https://www.mcafee.com/blogs/enterprise/data-security/happy-birthday-gdpr/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
684,"Why May 2021 Represents a New Chapter in the “Book of Cybersecurity Secrets”
https://www.mcafee.com/blogs/enterprise/why-may-2021-represents-a-new-chapter-in-the-book-of-cybersecurity-secrets/",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
685,"May 2021 has been an extraordinary month in the cybersecurity world, with the DoD releasing its DoD Zero Trust Reference Architecture (DoDZTRA), the Colonial Pipeline being hit with a ransomware attack, and the White House releasing its Executive Order on Improving the Nation’s Cybersecurity (EO). Add to that several major vendors that our government depends […]
The post Why May 2021 Represents a New Chapter in the “Book of Cybersecurity Secrets” (https://www.mcafee.com/blogs/enterprise/why-may-2021-represents-a-new-chapter-in-the-book-of-cybersecurity-secrets/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
686,"Targeted AnyDesk Ads on Google Served Up Weaponized App
https://threatpost.com/ad-malicious-version-anydesk/166525/

Malicious ad campaign was able to rank higher in searches than legitimate AnyDesk ads.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
687,"Building Multilayered Security for Modern Threats
https://threatpost.com/multilayered-security-modern-threats/166457/

Justin Jett, director of audit and compliance for Plixer, discusses the elements of a successful advanced security posture.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
688,"Nobelium Phishing Campaign Poses as USAID
https://threatpost.com/solarwinds-nobelium-phishing-attack-usaid/166531/

Microsoft uncovered the SolarWinds crooks using mass-mail service Constant Contact and posing as a U.S.-based development organization to deliver malicious URLs to more than 150 organizations.",0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
689,"HPE Fixes Critical Zero-Day in Server Management Software
https://threatpost.com/hpe-fixes-critical-zero-day-sim/166543/

The bug in HPE SIM makes it easy as pie for attackers to remotely trigger code, no user interaction necessary.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
690,"Hackers Exploit Post-COVID Return to Offices
https://threatpost.com/hackers-exploit-covid-office/166550/

Spoofed CIO ‘pandemic guideline’ emails being used to steal credentials.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
691,"On the Taxonomy and Evolution of Ransomware
https://threatpost.com/taxonomy-evolution-ransomware/166462/

Not all ransomware is the same! Oliver Tavakoli, CTO at Vectra AI, discusses the different species of this growing scourge.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
692,"Potentially Malicious Apps Your Kids May Use
https://www.mcafee.com/blogs/consumer/family-safety/potentially-malicious-apps-your-kids-may-use/",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
693,"It’s a question I get several times a year from anxious parents, either via a direct message, an email or even in line at the grocery store. It goes something like this: “What’s the one thing you wish you’d done better when monitoring your kids’ technology?”  Both of my kids are now young adults, and together, we survived a handful of digital mishaps. So, I tend to have a few answers ready. I’ll go into one of […]
The post Potentially Malicious Apps Your Kids May Use (https://www.mcafee.com/blogs/consumer/family-safety/potentially-malicious-apps-your-kids-may-use/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
694,"A Safer Internet for You, Your Family, and Others Too
https://www.mcafee.com/blogs/consumer/consumer-cyber-awareness/a-safer-internet-for-you-your-family-and-others-too/",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
695,"With so many of us relying on the internet in ways we simply haven’t before, it follows that a safer internet is more important than ever before too.   June marks Internet Safety Month, a time where we can look back at the past year and realize that the internet was more than just a coping mechanism during the pandemic, it evolved […]
The post A Safer Internet for You, Your Family, and Others Too (https://www.mcafee.com/blogs/consumer/consumer-cyber-awareness/a-safer-internet-for-you-your-family-and-others-too/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
696,"Investigating Google Docs & Email: An OSINT Tutorial
https://www.ehacking.net/2021/06/investigating-google-docs-email-an-osint-tutorial.html

On the online platform, we frequently run upon publicly shared documents. The public is mostly unaware of the document’s data. Initial creation timeline, Last modification date and time, public rights, author’s name, email, and Google ID are among the unknown details. This information plays a vital role during OSINT investigations; in this OSINT tutorial,  we […]
The post Investigating Google Docs & Email: An OSINT Tutorial (https://www.ehacking.net/2021/06/investigating-google-docs-email-an-osint-tutorial.html) appeared first on Ehacking (https://www.ehacking.net/).",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
697,"GPs urged to refuse to hand over patient details to NHS Digital
https://www.theguardian.com/society/2021/jun/01/gps-urged-to-refuse-to-hand-over-patient-details-to-nhs-digital

Senior doctors call on colleagues not to share personal data, in effort to buy time to raise awareness of plans
Senior GPs have called on colleagues to refuse to hand over patients’ personal data to NHS Digital, in a move they hope will buy time to raise awareness of plans to place all medical records in England (https://www.theguardian.com/society/2021/may/30/gps-warn-plans-share-patient-data-third-parties-england) on a central database.All 36 doctors’ surgeries in Tower Hamlets, east London, have already agreed to withhold the data when collection begins on 1 July, the Guardian understands. An email has been circulated to about 100 practices across north-east London calling on them to also consider whether the data collection is legitimate, with the hope that it will spread to many more. The email makes clear the refusal to share the data is technically a breach of the Health and Social Care Act 2012. Related: The Guardian view on medical records: NHS data grab needs explaining | Editorial (https://www.theguardian.com/commentisfree/2021/may/30/the-guardian-view-on-medical-records-nhs-data-grab-needs-explaining)  Continue reading... (https://www.theguardian.com/society/2021/jun/01/gps-urged-to-refuse-to-hand-over-patient-details-to-nhs-digital)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
698,"Cyberattack Forces Meat Producer to Shut Down Operations in U.S., Australia
https://threatpost.com/cyberattack-meat-producer-shut-down/166560/

Global food distributor JBS Foods suffered an unspecified incident over the weekend that disrupted several servers supporting IT systems and could affect the supply chain for some time.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
699,"How Mobile Ad Fraud has Evolved in the Year of the Pandemic
https://threatpost.com/how-mobile-ad-fraud-has-evolved-in-the-year-of-the-pandemic/166430/

Mobile ad fraud has always been a challenge for network operators in all parts of the globe, but the pandemic has made users more vulnerable than ever before due to the sheer amount of time they now spend with their devices.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
700,"Where Bug Bounty Programs Fall Flat
https://threatpost.com/bug-bounty-fall-flat/166568/

Some criminals package exploits into bundles to sell on cybercriminal forums years after they were zero days, while others say bounties aren't enough .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
701,"Cyber-Insurance Fuels Ransomware Payment Surge
https://threatpost.com/cyber-insurance-ransomware-payments/166580/

Companies relying on their cyber-insurance policies to pay off ransomware criminals are being blamed for a recent uptick in ransomware attacks.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
702,"“Have I Been Pwned” breach site partners with… the FBI!
https://nakedsecurity.sophos.com/2021/06/02/have-i-been-pwned-breach-site-partners-with-the-fbi/

If your password gets stolen as part of a data breach, you'll probably be told. But what if your password gets pwned some other way?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
703,"Amazon Sidewalk Poised to Sweep You Into Its Mesh
https://threatpost.com/amazon-sidewalk-to-sweep-you-into-its-mesh/166581/

On June 8, Amazon’s pulling all its devices into a device-to-device wireless mix, inspiring FUD along the way. Now's the time to opt out if you're be-FUDdled.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
704,"DoJ Charges Rhode Island Woman in Phishing Scheme Against Politicians
https://threatpost.com/doj-woman-phishing-politicians/166594/

Diana Lebeau allegedly tried to trick candidates for public office and related individuals into giving up account credentials by impersonating trusted associates and the Microsoft security team.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
705,"The What, Why, and How of AI and Threat Detection
https://www.mcafee.com/blogs/consumer/consumer-cyber-awareness/the-what-why-and-how-of-ai-and-threat-detection/",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
706,"There are more online users now than ever before, thanks to the availability of network-capable devices and online services. The internet population in Canada is the highest it has been, topping the charts at 33 million. That number is only expected to increase through the upcoming years. However, this growing number and continued adoption of online services pose […]
The post The What, Why, and How of AI and Threat Detection (https://www.mcafee.com/blogs/consumer/consumer-cyber-awareness/the-what-why-and-how-of-ai-and-threat-detection/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
707,"REvil Ransomware Ground Down JBS: Sources
https://threatpost.com/revil-ransomware-ground-down-jbs-sources/166597/

Responsible nations don't harbor cybercrooks, the Biden administration admonished Russia, home to the gang that reportedly froze the global food distributor's systems.",0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
708,"Banking Attacks Surge Along with Post-COVID Economy
https://threatpost.com/banking-attacks-surge-along-with-post-covid-economy/166612/

FinTech fraud spikes 159 percent in Q1 2021 along with stimulus spending.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
709,"Effective Adoption of SASE in 2021
https://threatpost.com/effective-adoption-of-sase-in-2021/166605/

In this Threatpost podcast, Forcepoint’s SASE and Zero Trust director describes how the pandemic jump-started SASE adoption.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
710,"Podcast: The State of Ransomware
https://threatpost.com/podcast-state-of-ransomware/166624/

In this Threatpost podcast, Fortinet’s top researcher sketches out the ransom landscape, with takeaways from the DarkSide attack on Colonial Pipeline.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
711,"Then and Now: Securing Privileged Access Within Healthcare Orgs
https://threatpost.com/securing-privileged-access-healthcare/166477/

Joseph Carson, chief security scientist and advisory CISO at ThycoticCentrify, discusses best practices for securing healthcare data against the modern threat landscape.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
712,"S3 Ep35: Apple chip flaw, Have I Been Pwned, and Covid tracker trouble [Podcast]
https://nakedsecurity.sophos.com/2021/06/03/s3-ep35-apple-chip-flaw-have-i-been-pwned-and-covid-tracker-trouble-podcast/

Latest episode - listen now!",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
713,"Wii Features That We Loved The Most and Would Like to See on Other Consoles
https://www.ehacking.net/2021/06/wii-features-that-we-loved-the-most-and-would-like-to-see-on-other-consoles.html

The Wii was released in the US on November 19, 2006, for $249 and is the smallest of the 7th generation consoles. Its dimensions are 44 mm wide, 157 mm high, and 215.4 mm long. To get a rough idea of ​​its size, just put three DVD cases on top of each other. The console […]
The post Wii Features That We Loved The Most and Would Like to See on Other Consoles (https://www.ehacking.net/2021/06/wii-features-that-we-loved-the-most-and-would-like-to-see-on-other-consoles.html) appeared first on Ehacking (https://www.ehacking.net/).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
714,"The Benefits of Automated Penetration Testing
https://www.ehacking.net/2021/06/the-benefits-of-automated-penetration-testing.html

Penetration testing has been one of the industries that are relatively slow adopters of automation. As security firms started automating many parts of the cybersecurity process including scanning and threat intelligence updates, security testing for some time was still mostly about traditional methods. “In the past few years, the use of automation in many spheres […]
The post The Benefits of Automated Penetration Testing (https://www.ehacking.net/2021/06/the-benefits-of-automated-penetration-testing.html) appeared first on Ehacking (https://www.ehacking.net/).",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
715,"Exchange Servers Targeted by ‘Epsilon Red’ Malware
https://threatpost.com/exchange-servers-epsilon-red-ransomware/166640/

REvil threat actors may be behind a set of PowerShell scripts developed for encryption and weaponized to exploit vulnerabilities in corporate networks, the ransom note suggests.",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
716,"Google PPC Ads Used to Deliver Infostealers
https://threatpost.com/google-ppc-ads-used-to-deliver-infostealers/166644/

The crooks pay top dollar for Google search results for the popular AnyDesk, Dropbox & Telegram apps that lead to a malicious, infostealer-packed website.",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
717,"‘Battle for the Galaxy’ Mobile Game Leaks 6M Gamer Profiles
https://threatpost.com/battle-for-the-galaxy-leaks/166659/

Unprotected server exposes AMT Games user data containing user emails and purchase information.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
718,"8 Tips for Staying Safe from Ransomware Attacks
https://www.mcafee.com/blogs/consumer/consumer-cyber-awareness/8-tips-for-staying-safe-from-ransomware-attacks/",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
719,"What is Ransomware? Over the past year, you may have seen the term ransomware popping up frequently. For enterprising hackers, this once uncommon tactic has become standard operating procedure, and with good reason – it pays. Ransomware is malware that employs encryption to hold a victim’s information at ransom. The hacker uses it to encrypt […]
The post 8 Tips for Staying Safe from Ransomware Attacks (https://www.mcafee.com/blogs/consumer/consumer-cyber-awareness/8-tips-for-staying-safe-from-ransomware-attacks/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
720,"How to hack into 5500 accounts… just using “credential stuffing”
https://nakedsecurity.sophos.com/2021/06/04/how-to-hack-into-5500-accounts-just-using-credential-stuffing/

Passwords -  don't just pay them lip service.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
721,"REvil Ransomware Gang Spill Details on US Attacks
https://threatpost.com/revil-spill-details-us-attacks/166669/

The REvil ransomware gang is interviewed on the Telegram channel called Russian OSINT.",0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
722,"Supreme Court Limits Scope of Controversial Hacking Law
https://threatpost.com/court-limits-scope-hacking-law/166672/

Judges rule that Georgia police officer did not violate CFAA when he accessed law-enforcement data in exchange for bribe money, a ruling that takes heat off ethical hackers.",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
723,"Apple Users: This macOS Malware Could Be Spying on You
https://www.mcafee.com/blogs/consumer/cyberthreat-news/apple-users-this-macos-malware-could-be-spying-on-you/",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
724,"In 2018, Macs accounted for 10% of all active personal computers. Since then, popularity has skyrocketed. In the first quarter of 2021, Macs experienced 115% growth when compared to Q1 2020, putting Apple in fourth place in the global PC market share. It is safe to say that Macs are well-loved and trusted devices by a significant portion of the population — but […]
The post Apple Users: This macOS Malware Could Be Spying on You (https://www.mcafee.com/blogs/consumer/cyberthreat-news/apple-users-this-macos-malware-could-be-spying-on-you/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
725,"Cyberattack Suspected in Cox TV and Radio Outages
https://threatpost.com/cyberattack-cox-outage-tv-radio/166680/

Cox Media Group tv, radio station streams affected by a reported ransomware attack.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
726,"Latvian woman charged with writing malware for the Trickbot Group
https://nakedsecurity.sophos.com/2021/06/07/latvian-woman-charged-with-writing-malware-for-the-trickbot-group/

Looking for contract programming work? You might be surprised at what's on offer out there.",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
727,"Windows Container Malware Targets Kubernetes Clusters
https://threatpost.com/windows-containers-malware-targets-kubernetes/166692/

“Siloscape”, the first malware to target Windows containers, breaks out of Kubernetes clusters to plant backdoors and raid nodes for credentials.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
728,"Novel ‘Victory’ Backdoor Spotted in Chinese APT Campaign
https://threatpost.com/victory-backdoor-apt-campaign/166700/

Researchers said the malware has been under development for at least three years.",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
729,"Bad Apple: App Store Rife with Fraud, Fleeceware
https://threatpost.com/apple-app-store-fraud-fleeceware/166703/

Malicious apps make up 2 percent of top grossing apps in Apple App Store.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
730,"FBI Claws Back Millions of DarkSide’s Ransom Profits
https://threatpost.com/fbi-claws-back-millions-darksides-ransom/166705/

The tables have been turned, the FBI & DOJ said after announcing the use of blockchain technology to track down the contents of DarkSide's cryptocurrency wallet.",0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
731,"Evil Corp Impersonates PayloadBin Group to Avoid Federal Sanctions
https://threatpost.com/evil-corp-impersonates-payloadbin/166710/

The cybercriminals try to pin new ransomware on Babuk Locker in an effort to fly under the radar of an ongoing FBI investigation.",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
732,"Billions of Compromised Records and Counting: Why the Application Layer is Still the Front Door for Data Breaches
https://threatpost.com/billions-of-compromised-records-and-counting/166633/

Security teams should brace for an unsettling and unprecedented year, as we’re on pace to see 40 billion records compromised by the end of 2021. Imperva’s Terry Ray explains what security teams need to do to bolster their defenses.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
733,"Avoid Making Costly Mistakes with Your Mobile Payment Apps
https://www.mcafee.com/blogs/consumer/mobile-and-iot-security/avoid-making-costly-mistakes-with-your-mobile-payment-apps/",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
734,"There used to be a time when one roommate split the cost of rent with another by writing a check. Who still owns a checkbook these days? Of course, those days are nearly long gone, in large part thanks to “peer to peer” (P2P) mobile payment apps, like Venmo, Zelle, or Cash App. Now with a simple click on an app, you can transfer your friend money for brunch before you even […]
The post Avoid Making Costly Mistakes with Your Mobile Payment Apps (https://www.mcafee.com/blogs/consumer/mobile-and-iot-security/avoid-making-costly-mistakes-with-your-mobile-payment-apps/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
735,"‘An0m’ Encrypted-Chat Sting Leads to Arrest of 800
https://threatpost.com/an0m-encrypted-chat-sting-arrest-800/166716/

The FBI and Australian law enforcement set up the encrypted chat service and ran it for over 3 years, seizing weapons, drugs and over $48m in cash.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,"Google Patches Critical Android RCE Bug
https://threatpost.com/android-critical-rce-bug/166723/

Google's June security bulletin addresses 90+ bugs in Android and Pixel devices.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
737,"TrickBot Coder Faces Decades in Prison
https://threatpost.com/trickbot-coder-decades-prison/166732/

A Latvian malware developer known as ""Max"" has been arraigned on 19 counts related to fraud, identity theft, information theft and money laundering.",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
738,"Lewd Phishing Lures Aimed at Business Explode
https://threatpost.com/lewd-phishing-lures-business-explode/166734/

Socially engineered BEC attacks using X-rated material spike 974 percent.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
739,"Microsoft Patch Tuesday Fixes 6 In-The-Wild Exploits, 50 Flaws
https://threatpost.com/microsoft-patch-tuesday-in-the-wild-exploits/166724/

Researchers discovered a highly targeted malware campaign launched in April, in which a new, unknown threat actor used two of the vulnerabilities that Microsoft said are under active attack.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
740,"DarkSide Pwned Colonial With Old VPN Password
https://threatpost.com/darkside-pwned-colonial-with-old-vpn-password/166743/

Attackers accessed a VPN account that was no longer in use to freeze the company’s network in a ransomware attack whose repercussions are still vibrating.",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
741,"How to Teach Kids About Online Safety: A Guide
https://www.mcafee.com/blogs/consumer/consumer-cyber-awareness/how-to-teach-kids-about-online-safety-a-guide-2/",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
742,"Kids are online now more than ever, not just during free time, but also during school time. It is impossible to always peek over their shoulder, and depending on their age, they may grow tired of a POS (aka parent over shoulder). The internet can be a dangerous place, but with the right education, kids can navigate hazards and remain safe and calm while online.  Check out this online safety guide on […]
The post How to Teach Kids About Online Safety: A Guide (https://www.mcafee.com/blogs/consumer/consumer-cyber-awareness/how-to-teach-kids-about-online-safety-a-guide-2/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
743,"How could the FBI recover BTC from Colonial’s ransomware payment?
https://nakedsecurity.sophos.com/2021/06/09/how-could-the-fbi-recover-btc-from-colonials-ransomware-payment/

But Bitcoins are anonymous! However could they get refunded?",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
744,"Intel Plugs 29 Holes in CPUs, Bluetooth, Security
https://threatpost.com/intel-security-holes-cpus-bluetooth-security/166747/

The higher-rated advisories focus on privilege-escalation bugs in CPU firmware: Tough to patch, hard to exploit, tempting to a savvy attacker.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
745,"Mysterious Custom Malware Collects Billions of Stolen Data Points
https://threatpost.com/custom-malware-stolen-data/166753/

A nameless malware resulted in a huge data heist of files, credentials, cookies and more that researchers found collected into a cloud database.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
746,"Chrome zero-day, hot on the heels of Microsoft’s IE zero-day. Patch now!
https://nakedsecurity.sophos.com/2021/06/10/chrome-zero-day-hot-on-the-heels-of-microsofts-ie-zero-day-patch-now/

Patch early. Patch often. Patch now!",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
747,"S3 Ep36: Trickbot coder busted, passwords cracked, and breaches judged [Podcast]
https://nakedsecurity.sophos.com/2021/06/10/s3-ep36-trickbot-coder-busted-passwords-cracked-and-breaches-judged-podcast/

Latest episode - listen now!",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
748,"JBS Paid $11M to REvil Gang Even After Restoring Operations
https://threatpost.com/jbs-paid-11m/166767/

The decision to pay the ransom demanded by the cybercriminal group was to avoid any further issues or potential problems for its customers, according to the company’s CEO.",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
749,"Steam Gaming Platform Delivering Malware
https://threatpost.com/steam-gaming-delivering-malware/166784/

Emerging malware is lurking in Steam profile images.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
750,"Are Virtual Machines the New Gold for Cyber Criminals?
https://www.mcafee.com/blogs/other-blogs/mcafee-labs/are-virtual-machines-the-new-gold-for-cyber-criminals/",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
751,"Introduction Virtualization technology has been an IT cornerstone for organization for years now. It revolutionized the way organizations can scale up IT systems in a heartbeat, allowing then to be more agile as opposed to investing into dedicated “bare-metal” hardware. To the outside untrained eye, it might seem that there are different machines on the […]
The post Are Virtual Machines the New Gold for Cyber Criminals? (https://www.mcafee.com/blogs/other-blogs/mcafee-labs/are-virtual-machines-the-new-gold-for-cyber-criminals/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
752,"Microsoft: Big Cryptomining Attacks Hit Kubeflow
https://threatpost.com/microsoft-cryptomining-kubeflow/166777/

Misconfigured dashboards are yet again at the heart of a widespread, ongoing cryptocurrency campaign squeezing Monero and Ethereum from Kubernetes clusters.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
753,"STEM Audio Table Rife with Business-Threatening Bugs
https://threatpost.com/stem-audio-table-business-bugs/166798/

The desktop conferencing IoT gadget allows remote attackers to install all kinds of malware and move laterally to other parts of enterprise networks.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
754,"Chrome Browser Bug Under Active Attack
https://threatpost.com/chrome-browser-bug-under-attack/166804/

Google has patched its Chrome browser, fixing one critical cache issue and a second bug being actively exploited in the wild.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
